tick, station, state, sender, target, dataType, size, desc
514, S12, SEND, bc:17:db:1e:9e:de, 80:14:70:15:39:83, Frame, 52, DATA
518, S05, SEND, 8e:c0:91:f3:cf:a6, 80:14:70:15:39:83, Frame, 20, ACK
520, S13, SEND, 15:e2:23:3b:dc:9d, ff:ff:ff:ff:ff:ff, Frame, 44, DATA
521, S05, SEND, 8e:c0:91:f3:cf:a6, f2:f1:f:70:58:f6, Frame, 20, ACK
523, S02, RECEIVE, 8e:c0:91:f3:cf:a6, f2:f1:f:70:58:f6, Frame, 20, ACK
524, S05, SEND, 8e:c0:91:f3:cf:a6, 39:ea:b7:f6:e3:fd, Frame, 20, ACK
524, S12, RECEIVE, 15:e2:23:3b:dc:9d, ff:ff:ff:ff:ff:ff, Frame, 44, DATA
524, S12, RECEIVE, 35.244.24.95/0, 255.255.255.255/0, RCPacket, 24, ROUTE_REQ:0 35.244.24.95/0
524, S10, RECEIVE, 15:e2:23:3b:dc:9d, ff:ff:ff:ff:ff:ff, Frame, 44, DATA
524, S10, RECEIVE, 35.244.24.95/0, 255.255.255.255/0, RCPacket, 24, ROUTE_REQ:0 35.244.24.95/0
524, S07, RECEIVE, 15:e2:23:3b:dc:9d, ff:ff:ff:ff:ff:ff, Frame, 44, DATA
524, S07, RECEIVE, 35.244.24.95/0, 255.255.255.255/0, RCPacket, 24, ROUTE_REQ:0 35.244.24.95/0
524, S08, RECEIVE, 15:e2:23:3b:dc:9d, ff:ff:ff:ff:ff:ff, Frame, 44, DATA
524, S08, RECEIVE, 35.244.24.95/0, 255.255.255.255/0, RCPacket, 24, ROUTE_REQ:0 35.244.24.95/0
524, S15, RECEIVE, 15:e2:23:3b:dc:9d, ff:ff:ff:ff:ff:ff, Frame, 44, DATA
524, S15, RECEIVE, 35.244.24.95/0, 255.255.255.255/0, RCPacket, 24, ROUTE_REQ:0 35.244.24.95/0
525, S12, SEND, 178.235.187.92/0, 35.244.24.95/0, RCPacket, 28, ROUTE_REP:4 35.244.24.95/0 -> 178.235.187.92/0
525, S12, SEND, 35.244.24.95/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 35.244.24.95/0 -> 178.235.187.92/0
525, S10, SEND, 48.151.68.235/0, 35.244.24.95/0, RCPacket, 28, ROUTE_REP:5 35.244.24.95/0 -> 48.151.68.235/0
525, S10, SEND, 35.244.24.95/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 35.244.24.95/0 -> 48.151.68.235/0
525, S10, SEND, ba:8a:7d:2:e4:ce, 15:e2:23:3b:dc:9d, Frame, 20, ACK
525, S07, SEND, 162.110.76.201/0, 35.244.24.95/0, RCPacket, 28, ROUTE_REP:4 35.244.24.95/0 -> 162.110.76.201/0
525, S07, SEND, 35.244.24.95/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 35.244.24.95/0 -> 162.110.76.201/0
525, S08, SEND, 131.64.58.102/0, 35.244.24.95/0, RCPacket, 28, ROUTE_REP:3 35.244.24.95/0 -> 131.64.58.102/0
525, S08, SEND, 35.244.24.95/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 35.244.24.95/0 -> 131.64.58.102/0
525, S15, SEND, 130.189.133.177/0, 35.244.24.95/0, RCPacket, 28, ROUTE_REP:5 35.244.24.95/0 -> 130.189.133.177/0
525, S15, SEND, 35.244.24.95/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 35.244.24.95/0 -> 130.189.133.177/0
527, S05, SEND, 8e:c0:91:f3:cf:a6, 77:ac:6c:7d:c4:91, Frame, 20, ACK
527, S13, RECEIVE, ba:8a:7d:2:e4:ce, 15:e2:23:3b:dc:9d, Frame, 20, ACK
528, S10, SEND, ba:8a:7d:2:e4:ce, 15:e2:23:3b:dc:9d, Frame, 48, DATA
529, S06, RECEIVE, 8e:c0:91:f3:cf:a6, 77:ac:6c:7d:c4:91, Frame, 20, ACK
530, S05, SEND, 8e:c0:91:f3:cf:a6, b7:3:3e:6d:2b:4b, Frame, 20, ACK
532, S01, RECEIVE, 8e:c0:91:f3:cf:a6, b7:3:3e:6d:2b:4b, Frame, 20, ACK
532, S13, RECEIVE, ba:8a:7d:2:e4:ce, 15:e2:23:3b:dc:9d, Frame, 48, DATA
532, S13, RECEIVE, 48.151.68.235/0, 35.244.24.95/0, RCPacket, 28, ROUTE_REP:5 35.244.24.95/0 -> 48.151.68.235/0
533, S05, SEND, 8e:c0:91:f3:cf:a6, 39:ea:b7:f6:e3:fd, Frame, 20, ACK
535, S13, SEND, 15:e2:23:3b:dc:9d, ba:8a:7d:2:e4:ce, Frame, 20, ACK
536, S05, SEND, 8e:c0:91:f3:cf:a6, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
537, S02, SEND, f2:f1:f:70:58:f6, 96:44:1c:d6:94:90, Frame, 56, DATA
537, S10, RECEIVE, 15:e2:23:3b:dc:9d, ba:8a:7d:2:e4:ce, Frame, 20, ACK
538, S10, SEND, ba:8a:7d:2:e4:ce, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
540, S06, RECEIVE, 8e:c0:91:f3:cf:a6, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
540, S06, RECEIVE, 177.45.112.71/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 177.45.112.71/0 -> 160.220.175.59/0
541, S06, SEND, 7.169.114.21/0, 177.45.112.71/0, RCPacket, 32, ROUTE_REP:3 177.45.112.71/0 -> 160.220.175.59/0 -> 7.169.114.21/0
541, S06, SEND, 177.45.112.71/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 177.45.112.71/0 -> 160.220.175.59/0 -> 7.169.114.21/0
541, S06, SEND, 77:ac:6c:7d:c4:91, 8e:c0:91:f3:cf:a6, Frame, 20, ACK
542, S04, RECEIVE, f2:f1:f:70:58:f6, 96:44:1c:d6:94:90, Frame, 56, DATA
542, S04, RECEIVE, 178.235.187.92/0, 152.56.31.180/0, RCPacket, 36, ROUTE_REP:1 152.56.31.180/0 -> 155.202.229.150/0 -> 35.77.47.88/0 -> 178.235.187.92/0
542, S07, RECEIVE, ba:8a:7d:2:e4:ce, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
542, S13, RECEIVE, ba:8a:7d:2:e4:ce, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
542, S15, RECEIVE, ba:8a:7d:2:e4:ce, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
543, S11, SEND, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 48, DATA
543, S04, SEND, 178.235.187.92/0, 152.56.31.180/0, RCPacket, 36, ROUTE_REP:1 152.56.31.180/0 -> 155.202.229.150/0 -> 35.77.47.88/0 -> 178.235.187.92/0
544, S06, SEND, 77:ac:6c:7d:c4:91, 8e:c0:91:f3:cf:a6, Frame, 52, DATA
547, S07, RECEIVE, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 48, DATA
548, S13, SEND, 15:e2:23:3b:dc:9d, ba:8a:7d:2:e4:ce, Frame, 20, ACK
549, S07, SEND, 6e:c8:a7:5a:9a:4b, bc:17:db:1e:9e:de, Frame, 60, DATA
551, S03, SEND, 43:7a:cb:e7:a4:6c, f2:f1:f:70:58:f6, Frame, 56, DATA
551, S05, SEND, 8e:c0:91:f3:cf:a6, 39:ea:b7:f6:e3:fd, Frame, 52, DATA
554, S14, SEND, 39:ea:b7:f6:e3:fd, b7:3:3e:6d:2b:4b, Frame, 48, DATA
559, S04, SEND, 96:44:1c:d6:94:90, 43:7a:cb:e7:a4:6c, Frame, 52, DATA
559, S08, SEND, ce:d8:48:74:59:a6, 43:7a:cb:e7:a4:6c, Frame, 52, DATA
561, S12, SEND, bc:17:db:1e:9e:de, 80:14:70:15:39:83, Frame, 52, DATA
566, S11, RECEIVE, bc:17:db:1e:9e:de, 80:14:70:15:39:83, Frame, 52, DATA
570, S13, SEND, 15:e2:23:3b:dc:9d, ba:8a:7d:2:e4:ce, Frame, 20, ACK
572, S10, RECEIVE, 15:e2:23:3b:dc:9d, ba:8a:7d:2:e4:ce, Frame, 20, ACK
573, S13, SEND, 15:e2:23:3b:dc:9d, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
575, S07, RECEIVE, 15:e2:23:3b:dc:9d, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
576, S07, SEND, 6e:c8:a7:5a:9a:4b, 80:14:70:15:39:83, Frame, 20, ACK
578, S11, RECEIVE, 6e:c8:a7:5a:9a:4b, 80:14:70:15:39:83, Frame, 20, ACK
579, S07, SEND, 6e:c8:a7:5a:9a:4b, ba:8a:7d:2:e4:ce, Frame, 20, ACK
581, S10, RECEIVE, 6e:c8:a7:5a:9a:4b, ba:8a:7d:2:e4:ce, Frame, 20, ACK
582, S07, SEND, 6e:c8:a7:5a:9a:4b, 15:e2:23:3b:dc:9d, Frame, 20, ACK
584, S02, SEND, f2:f1:f:70:58:f6, 96:44:1c:d6:94:90, Frame, 56, DATA
584, S13, RECEIVE, 6e:c8:a7:5a:9a:4b, 15:e2:23:3b:dc:9d, Frame, 20, ACK
585, S07, SEND, 6e:c8:a7:5a:9a:4b, 80:14:70:15:39:83, Frame, 20, ACK
586, S08, SEND, ce:d8:48:74:59:a6, 15:e2:23:3b:dc:9d, Frame, 20, ACK
588, S07, SEND, 6e:c8:a7:5a:9a:4b, ff:ff:ff:ff:ff:ff, Frame, 60, DATA
589, S08, SEND, ce:d8:48:74:59:a6, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
589, S04, RECEIVE, f2:f1:f:70:58:f6, 96:44:1c:d6:94:90, Frame, 56, DATA
591, S06, SEND, 77:ac:6c:7d:c4:91, 8e:c0:91:f3:cf:a6, Frame, 52, DATA
591, S04, SEND, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 20, ACK
593, S02, RECEIVE, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 20, ACK
594, S02, SEND, f2:f1:f:70:58:f6, b7:3:3e:6d:2b:4b, Frame, 48, DATA
594, S10, RECEIVE, 6e:c8:a7:5a:9a:4b, ff:ff:ff:ff:ff:ff, Frame, 60, DATA
594, S15, RECEIVE, 6e:c8:a7:5a:9a:4b, ff:ff:ff:ff:ff:ff, Frame, 60, DATA
595, S10, SEND, ba:8a:7d:2:e4:ce, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
595, S08, SEND, ce:d8:48:74:59:a6, 15:e2:23:3b:dc:9d, Frame, 48, DATA
597, S07, RECEIVE, ba:8a:7d:2:e4:ce, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
599, S04, SEND, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 20, ACK
600, S07, SEND, 6e:c8:a7:5a:9a:4b, 80:14:70:15:39:83, Frame, 52, DATA
600, S14, SEND, 39:ea:b7:f6:e3:fd, b7:3:3e:6d:2b:4b, Frame, 48, DATA
602, S04, SEND, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 20, ACK
603, S03, SEND, 43:7a:cb:e7:a4:6c, f2:f1:f:70:58:f6, Frame, 56, DATA
607, S05, SEND, 8e:c0:91:f3:cf:a6, 39:ea:b7:f6:e3:fd, Frame, 52, DATA
610, S04, SEND, 96:44:1c:d6:94:90, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
611, S12, SEND, bc:17:db:1e:9e:de, 80:14:70:15:39:83, Frame, 52, DATA
616, S04, SEND, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 56, DATA
622, S11, SEND, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 48, DATA
626, S07, RECEIVE, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 48, DATA
638, S12, SEND, bc:17:db:1e:9e:de, 15:e2:23:3b:dc:9d, Frame, 20, ACK
638, S06, SEND, 77:ac:6c:7d:c4:91, 8e:c0:91:f3:cf:a6, Frame, 52, DATA
640, S13, RECEIVE, bc:17:db:1e:9e:de, 15:e2:23:3b:dc:9d, Frame, 20, ACK
641, S12, SEND, bc:17:db:1e:9e:de, f2:f1:f:70:58:f6, Frame, 20, ACK
641, S08, SEND, ce:d8:48:74:59:a6, 15:e2:23:3b:dc:9d, Frame, 48, DATA
643, S02, RECEIVE, bc:17:db:1e:9e:de, f2:f1:f:70:58:f6, Frame, 20, ACK
643, S05, RECEIVE, 77:ac:6c:7d:c4:91, 8e:c0:91:f3:cf:a6, Frame, 52, DATA
643, S05, RECEIVE, 7.169.114.21/0, 177.45.112.71/0, RCPacket, 32, ROUTE_REP:3 177.45.112.71/0 -> 160.220.175.59/0 -> 7.169.114.21/0
644, S12, SEND, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
644, S05, SEND, 7.169.114.21/0, 177.45.112.71/0, RCPacket, 32, ROUTE_REP:3 177.45.112.71/0 -> 160.220.175.59/0 -> 7.169.114.21/0
649, S02, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
649, S02, RECEIVE, 177.45.112.71/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 177.45.112.71/0 -> 14.205.37.179/0 -> 178.235.187.92/0
649, S11, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
649, S10, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
649, S10, RECEIVE, 177.45.112.71/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 177.45.112.71/0 -> 14.205.37.179/0 -> 178.235.187.92/0
649, S07, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
649, S14, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
649, S01, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
649, S09, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
649, S15, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
649, S15, RECEIVE, 177.45.112.71/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 177.45.112.71/0 -> 14.205.37.179/0 -> 178.235.187.92/0
650, S03, SEND, 43:7a:cb:e7:a4:6c, f2:f1:f:70:58:f6, Frame, 56, DATA
650, S02, SEND, 35.77.47.88/0, 177.45.112.71/0, RCPacket, 36, ROUTE_REP:4 177.45.112.71/0 -> 14.205.37.179/0 -> 178.235.187.92/0 -> 35.77.47.88/0
650, S02, SEND, 177.45.112.71/0, 255.255.255.255/0, RCPacket, 36, ROUTE_REQ:0 177.45.112.71/0 -> 14.205.37.179/0 -> 178.235.187.92/0 -> 35.77.47.88/0
650, S10, SEND, 48.151.68.235/0, 177.45.112.71/0, RCPacket, 36, ROUTE_REP:6 177.45.112.71/0 -> 14.205.37.179/0 -> 178.235.187.92/0 -> 48.151.68.235/0
650, S10, SEND, 177.45.112.71/0, 255.255.255.255/0, RCPacket, 36, ROUTE_REQ:0 177.45.112.71/0 -> 14.205.37.179/0 -> 178.235.187.92/0 -> 48.151.68.235/0
650, S10, SEND, ba:8a:7d:2:e4:ce, bc:17:db:1e:9e:de, Frame, 20, ACK
650, S15, SEND, 130.189.133.177/0, 177.45.112.71/0, RCPacket, 36, ROUTE_REP:6 177.45.112.71/0 -> 14.205.37.179/0 -> 178.235.187.92/0 -> 130.189.133.177/0
650, S15, SEND, 177.45.112.71/0, 255.255.255.255/0, RCPacket, 36, ROUTE_REQ:0 177.45.112.71/0 -> 14.205.37.179/0 -> 178.235.187.92/0 -> 130.189.133.177/0
653, S10, SEND, ba:8a:7d:2:e4:ce, bc:17:db:1e:9e:de, Frame, 56, DATA
654, S05, SEND, 8e:c0:91:f3:cf:a6, 39:ea:b7:f6:e3:fd, Frame, 52, DATA
659, S14, RECEIVE, 8e:c0:91:f3:cf:a6, 39:ea:b7:f6:e3:fd, Frame, 52, DATA
659, S14, RECEIVE, 160.220.175.59/0, 14.205.37.179/0, RCPacket, 32, ROUTE_REP:2 14.205.37.179/0 -> 177.45.112.71/0 -> 160.220.175.59/0
660, S12, SEND, bc:17:db:1e:9e:de, 80:14:70:15:39:83, Frame, 56, DATA
660, S14, SEND, 160.220.175.59/0, 14.205.37.179/0, RCPacket, 32, ROUTE_REP:2 14.205.37.179/0 -> 177.45.112.71/0 -> 160.220.175.59/0
663, S04, SEND, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 56, DATA
665, S11, RECEIVE, bc:17:db:1e:9e:de, 80:14:70:15:39:83, Frame, 56, DATA
665, S11, RECEIVE, 178.235.187.92/0, 14.205.37.179/0, RCPacket, 36, ROUTE_REP:3 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0
668, S11, SEND, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 48, DATA
672, S07, RECEIVE, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 48, DATA
676, S02, SEND, f2:f1:f:70:58:f6, b7:3:3e:6d:2b:4b, Frame, 48, DATA
678, S07, SEND, 6e:c8:a7:5a:9a:4b, 80:14:70:15:39:83, Frame, 52, DATA
685, S06, SEND, 77:ac:6c:7d:c4:91, 8e:c0:91:f3:cf:a6, Frame, 52, DATA
687, S08, SEND, ce:d8:48:74:59:a6, 15:e2:23:3b:dc:9d, Frame, 48, DATA
690, S05, RECEIVE, 77:ac:6c:7d:c4:91, 8e:c0:91:f3:cf:a6, Frame, 52, DATA
691, S13, RECEIVE, ce:d8:48:74:59:a6, 15:e2:23:3b:dc:9d, Frame, 48, DATA
691, S13, RECEIVE, 131.64.58.102/0, 35.244.24.95/0, RCPacket, 28, ROUTE_REP:3 35.244.24.95/0 -> 131.64.58.102/0
694, S11, SEND, 80:14:70:15:39:83, bc:17:db:1e:9e:de, Frame, 20, ACK
696, S12, RECEIVE, 80:14:70:15:39:83, bc:17:db:1e:9e:de, Frame, 20, ACK
697, S03, SEND, 43:7a:cb:e7:a4:6c, f2:f1:f:70:58:f6, Frame, 56, DATA
697, S11, SEND, 80:14:70:15:39:83, bc:17:db:1e:9e:de, Frame, 20, ACK
700, S11, SEND, 80:14:70:15:39:83, bc:17:db:1e:9e:de, Frame, 20, ACK
700, S10, SEND, ba:8a:7d:2:e4:ce, bc:17:db:1e:9e:de, Frame, 56, DATA
703, S11, SEND, 80:14:70:15:39:83, f2:f1:f:70:58:f6, Frame, 20, ACK
705, S02, RECEIVE, 80:14:70:15:39:83, f2:f1:f:70:58:f6, Frame, 20, ACK
706, S11, SEND, 80:14:70:15:39:83, 39:ea:b7:f6:e3:fd, Frame, 20, ACK
707, S12, SEND, bc:17:db:1e:9e:de, 80:14:70:15:39:83, Frame, 56, DATA
710, S04, SEND, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 56, DATA
714, S11, SEND, 80:14:70:15:39:83, bc:17:db:1e:9e:de, Frame, 20, ACK
716, S12, RECEIVE, 80:14:70:15:39:83, bc:17:db:1e:9e:de, Frame, 20, ACK
717, S12, SEND, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
718, S05, SEND, 8e:c0:91:f3:cf:a6, 39:ea:b7:f6:e3:fd, Frame, 52, DATA
722, S03, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
722, S10, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
722, S10, RECEIVE, 14.205.37.179/0, 255.255.255.255/0, RCPacket, 36, ROUTE_REQ:0 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0
722, S07, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
722, S07, RECEIVE, 14.205.37.179/0, 255.255.255.255/0, RCPacket, 36, ROUTE_REQ:0 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0
722, S13, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
722, S13, RECEIVE, 14.205.37.179/0, 255.255.255.255/0, RCPacket, 36, ROUTE_REQ:0 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0
722, S15, RECEIVE, bc:17:db:1e:9e:de, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
722, S15, RECEIVE, 14.205.37.179/0, 255.255.255.255/0, RCPacket, 36, ROUTE_REQ:0 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0
723, S12, SEND, bc:17:db:1e:9e:de, 15:e2:23:3b:dc:9d, Frame, 48, DATA
723, S10, SEND, 48.151.68.235/0, 14.205.37.179/0, RCPacket, 40, ROUTE_REP:7 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0 -> 48.151.68.235/0
723, S10, SEND, 14.205.37.179/0, 255.255.255.255/0, RCPacket, 40, ROUTE_REQ:0 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0 -> 48.151.68.235/0
723, S07, SEND, 162.110.76.201/0, 14.205.37.179/0, RCPacket, 40, ROUTE_REP:5 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0 -> 162.110.76.201/0
723, S07, SEND, 14.205.37.179/0, 255.255.255.255/0, RCPacket, 40, ROUTE_REQ:0 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0 -> 162.110.76.201/0
723, S13, SEND, 35.244.24.95/0, 14.205.37.179/0, RCPacket, 40, ROUTE_REP:2 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0 -> 35.244.24.95/0
723, S13, SEND, 14.205.37.179/0, 255.255.255.255/0, RCPacket, 40, ROUTE_REQ:0 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0 -> 35.244.24.95/0
723, S15, SEND, 130.189.133.177/0, 14.205.37.179/0, RCPacket, 40, ROUTE_REP:7 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0 -> 130.189.133.177/0
723, S15, SEND, 14.205.37.179/0, 255.255.255.255/0, RCPacket, 40, ROUTE_REQ:0 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 178.235.187.92/0 -> 130.189.133.177/0
724, S03, SEND, 43:7a:cb:e7:a4:6c, bc:17:db:1e:9e:de, Frame, 20, ACK
727, S13, RECEIVE, bc:17:db:1e:9e:de, 15:e2:23:3b:dc:9d, Frame, 48, DATA
727, S13, RECEIVE, 178.235.187.92/0, 35.244.24.95/0, RCPacket, 28, ROUTE_REP:4 35.244.24.95/0 -> 178.235.187.92/0
729, S03, SEND, 43:7a:cb:e7:a4:6c, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
732, S06, SEND, 77:ac:6c:7d:c4:91, 8e:c0:91:f3:cf:a6, Frame, 52, DATA
734, S12, RECEIVE, 43:7a:cb:e7:a4:6c, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
734, S02, RECEIVE, 43:7a:cb:e7:a4:6c, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
734, S04, RECEIVE, 43:7a:cb:e7:a4:6c, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
734, S08, RECEIVE, 43:7a:cb:e7:a4:6c, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
734, S08, RECEIVE, 14.205.37.179/0, 255.255.255.255/0, RCPacket, 36, ROUTE_REQ:0 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 152.56.31.180/0
734, S01, RECEIVE, 43:7a:cb:e7:a4:6c, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
735, S08, SEND, 131.64.58.102/0, 14.205.37.179/0, RCPacket, 40, ROUTE_REP:4 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 152.56.31.180/0 -> 131.64.58.102/0
735, S08, SEND, 14.205.37.179/0, 255.255.255.255/0, RCPacket, 40, ROUTE_REQ:0 14.205.37.179/0 -> 177.45.112.71/0 -> 35.77.47.88/0 -> 152.56.31.180/0 -> 131.64.58.102/0
735, S08, SEND, ce:d8:48:74:59:a6, 15:e2:23:3b:dc:9d, Frame, 48, DATA
736, S11, SEND, 80:14:70:15:39:83, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
740, S12, RECEIVE, 80:14:70:15:39:83, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
740, S12, RECEIVE, 162.110.76.201/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 162.110.76.201/0 -> 14.205.37.179/0
740, S02, RECEIVE, 80:14:70:15:39:83, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
740, S02, RECEIVE, 162.110.76.201/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 162.110.76.201/0 -> 14.205.37.179/0
740, S07, RECEIVE, 80:14:70:15:39:83, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
740, S14, RECEIVE, 80:14:70:15:39:83, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
740, S14, RECEIVE, 162.110.76.201/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 162.110.76.201/0 -> 14.205.37.179/0
740, S01, RECEIVE, 80:14:70:15:39:83, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
740, S01, RECEIVE, 162.110.76.201/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 162.110.76.201/0 -> 14.205.37.179/0
741, S12, SEND, 178.235.187.92/0, 162.110.76.201/0, RCPacket, 32, ROUTE_REP:5 162.110.76.201/0 -> 14.205.37.179/0 -> 178.235.187.92/0
741, S12, SEND, 162.110.76.201/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 162.110.76.201/0 -> 14.205.37.179/0 -> 178.235.187.92/0
741, S02, SEND, 35.77.47.88/0, 162.110.76.201/0, RCPacket, 32, ROUTE_REP:5 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0
741, S02, SEND, 162.110.76.201/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0
741, S11, SEND, 80:14:70:15:39:83, f2:f1:f:70:58:f6, Frame, 56, DATA
741, S14, SEND, 177.45.112.71/0, 162.110.76.201/0, RCPacket, 32, ROUTE_REP:5 162.110.76.201/0 -> 14.205.37.179/0 -> 177.45.112.71/0
741, S14, SEND, 162.110.76.201/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 162.110.76.201/0 -> 14.205.37.179/0 -> 177.45.112.71/0
741, S01, SEND, 96.56.122.190/0, 162.110.76.201/0, RCPacket, 32, ROUTE_REP:5 162.110.76.201/0 -> 14.205.37.179/0 -> 96.56.122.190/0
741, S01, SEND, 162.110.76.201/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 162.110.76.201/0 -> 14.205.37.179/0 -> 96.56.122.190/0
746, S02, RECEIVE, 80:14:70:15:39:83, f2:f1:f:70:58:f6, Frame, 56, DATA
746, S02, RECEIVE, 14.205.37.179/0, 152.56.31.180/0, RCPacket, 36, ROUTE_REP:4 152.56.31.180/0 -> 155.202.229.150/0 -> 35.77.47.88/0 -> 14.205.37.179/0
